Year,Month,Value
2002,7,5973.646
2002,6,5834.21
2002,5,6033.163
2002,4,5794.792
2002,3,5923.218
2002,2,5580.875
2002,1,6257.651
2001,12,5963.051
2001,11,5922.884
2001,10,6138.28
2001,9,5806.793
2001,8,6203.553
2001,7,5988.003
2001,6,5977.746
2001,5,6063.585
2001,4,5791.091
2001,3,6180.123
2001,2,5530.599
2001,1,6109.586
2000,12,5821.438
2000,11,5828.947
2000,10,5948.318
2000,9,5771.765
2000,8,6185.366
2000,7,5951.47
2000,6,5961.74
2000,5,6023.271
2000,4,5727.983
2000,3,6284.132
2000,2,5742.821
2000,1,6023.275
1999,12,6127.555
1999,11,5934.439
1999,10,5874.522
1999,9,5883.394
1999,8,6115.243
1999,7,6055.358
1999,6,5939.674
1999,5,5890.502
1999,4,5773.109
1999,3,6198.125
1999,2,5743.73
1999,1,6149.931
1998,12,6147.631
1998,11,5855.798
1998,10,6122.033
1998,9,5865.65
1998,8,6128.645
1998,7,6126.844
1998,6,6028.084
1998,5,6152.07
1998,4,6005.141
1998,3,6281.759
1998,2,5711.258
1998,1,6401.503
1997,12,6162.249
1997,11,5763.211
1997,10,6120.932
1997,9,5971.856
1997,8,6107.493
1997,7,6114.257
1997,6,5907.539
1997,5,6192.849
1997,4,5885.508
1997,3,6192.933
1997,2,5746.241
1997,1,6254.976
1996,12,6084.943
1996,11,5911.367
1996,10,6132.082
1996,9,5882.131
1996,8,6270.734
1996,7,6143.928
1996,6,5947.811
1996,5,6090.304
1996,4,5926.717
1996,3,6189.331
1996,2,5796.69
1996,1,6059.141
1995,12,6008.133
1995,11,5934.589
1995,10,6001.297
1995,9,5851.336
1995,8,6083.948
1995,7,5936.468
1995,6,5861.459
1995,5,5913.109
1995,4,5701.05
1995,3,6116.988
1995,2,5584.868
1995,1,6135.864
1994,12,6175.195
1994,11,5928.766
1994,10,5846.357
1994,9,5815.577
1994,8,6145.606
1994,7,5818.978
1994,6,5806.104
1994,5,5811.297
1994,4,5775.212
1994,3,6182.228
1994,2,5511.962
1994,1,5865.754
1993,12,5887.936
1993,11,5669.721
1993,10,5703.149
1993,9,5573.834
1993,8,5685.502
1993,7,5529.209
1993,6,5662.567
1993,5,5618.395
1993,4,5590.422
1993,3,5925.29
1993,2,5433.769
1993,1,5992.857
1992,12,6066.714
1992,11,5754.734
1992,10,5920.795
1992,9,5700.778
1992,8,5873.67
1992,7,5846.056
1992,6,5700.248
1992,5,5692.585
1992,4,5630.726
1992,3,5866.835
1992,2,5655.062
1992,1,6206.216
1991,12,5976.895
1991,11,5777.706
1991,10,6026.45
1991,9,5720.241
1991,8,6016.604
1991,7,5827.917
1991,6,5642.066
1991,5,5793.78
1991,4,5658.384
1991,3,6022.461
1991,2,5647.312
1991,1,6211.227
1990,12,5842.45
1990,11,5863.704
1990,10,6069.744
1990,9,5647.338
1990,8,6084.557
1990,7,5764.701
1990,6,5708.996
1990,5,5870.706
1990,4,5703.128
1990,3,6143.918
1990,2,5694.479
1990,1,6273.822
1989,12,5733.97
1989,11,5871.472
1989,10,5893.537
1989,9,5680.56
1989,8,6070.142
1989,7,5512.602
1989,6,5650.622
1989,5,5863.266
1989,4,5590.866
1989,3,6006.263
1989,2,5412.509
1989,1,5998.694
1988,12,5880.234
1988,11,5753.552
1988,10,5739.237
1988,9,5637.78
1988,8,5951.295
1988,7,5521.14
1988,6,5581.993
1988,5,5661.535
1988,4,5575.924
1988,3,6021.131
1988,2,5646.934
1988,1,5918.824
1987,12,5928.36
1987,11,5660.598
1987,10,5820.707
1987,9,5572.598
1987,8,5679.521
1987,7,5429.708
1987,6,5484.367
1987,5,5487.331
1987,4,5445.351
1987,3,5764.016
1987,2,5363.363
1987,1,5870.465
1986,12,5761.479
1986,11,5453.74
1986,10,5633.734
1986,9,5370.61
1986,8,5547.289
1986,7,5429.051
1986,6,5396.746
1986,5,5588.407
1986,4,5526.781
1986,3,5850.002
1986,2,5460.015
1986,1,6012.402
1985,12,5836.425
1985,11,5451.384
1985,10,5736.249
1985,9,5494.752
1985,8,5702.836
1985,7,5519.414
1985,6,5504.928
1985,5,5754.526
1985,4,5599.237
1985,3,5840.459
1985,2,5412.689
1985,1,5808.399
1984,12,5656.405
1984,11,5389.197
1984,10,5548.527
1984,9,5676.77
1984,8,6086.219
1984,7,5778.721
1984,6,5668.685
1984,5,5940.699
1984,4,5642.434
1984,3,5935.904
1984,2,5613.797
1984,1,5862.227
1983,12,5432.865
1983,11,5354.621
1983,10,5454.585
1983,9,5295.724
1983,8,5524.655
1983,7,5155.909
1983,6,5203.508
1983,5,5313.155
1983,4,5239.94
1983,3,5498.964
1983,2,5054.39
1983,1,5538.015
1982,12,5428.255
1982,11,5308.096
1982,10,5461.999
1982,9,5328.563
1982,8,5589.074
1982,7,5391.41
1982,6,5545.07
1982,5,5622.018
1982,4,5628.96
1982,3,6064.058
1982,2,5441.978
1982,1,5717.164
1981,12,5896.682
1981,11,5623.842
1981,10,5897.764
1981,9,5740.055
1981,8,5928.355
1981,7,5752.973
1981,6,5402.967
1981,5,4943.181
1981,4,4800.945
1981,3,5888.42
1981,2,5376.11
1981,1,5657.948
1980,12,5814.526
1980,11,5467.152
1980,10,5632.099
1980,9,5434.372
1980,8,5477.215
1980,7,5388.052
1980,6,5530.702
1980,5,5728.859
1980,4,5591.598
1980,3,5835.658
1980,2,5439.163
1980,1,5808.102
1979,12,5544.708
1979,11,5571.737
1979,10,5804.281
1979,9,5333.679
1979,8,5662.156
1979,7,5175.111
1979,6,5464.221
1979,5,5629.804
1979,4,5416.962
1979,3,5675.084
1979,2,5080.815
1979,1,5492.573
1978,12,5456.588
1978,11,5507.736
1978,10,5590.153
1978,9,5199.372
1978,8,5530.277
1978,7,5337.581
1978,6,5471.656
1978,5,5658.523
1978,4,5332.575
1978,3,5031.442
1978,2,4306.8
1978,1,4637.601
1977,12,4777.722
1977,11,5401.081
1977,10,5416.721
1977,9,5342.555
1977,8,5188.426
1977,7,4989.057
1977,6,5213.369
1977,5,5301.077
1977,4,5162.437
1977,3,5479.659
1977,2,4767.677
1977,1,4933.563
1976,12,5292.846
1976,11,5076.94
1976,10,5161.777
1976,9,5078.88
1976,8,5088.436
1976,7,4930.762
1976,6,5161.09
1976,5,5169.888
1976,4,5061.299
1976,3,5335.003
1976,2,4971.436
1976,1,5194.14
1975,12,5230.896
1975,11,5001.053
1975,10,5230.146
1975,9,4987.107
1975,8,5061.959
1975,7,4964.138
1975,6,5105.715
1975,5,5217.412
1975,4,5086.106
1975,3,5230.962
1975,2,4890.059
1975,1,5277.898
1974,12,4960.546
1974,11,4655.69
1974,10,5365.003
1974,9,5090.946
1974,8,5259.889
1974,7,5239.915
1974,6,5045.352
1974,5,5467.495
1974,4,5277.046
1974,3,5402.702
1974,2,5060.362
1974,1,5483.364
1973,12,5374.447
1973,11,5237.093
1973,10,5403.745
1973,9,5124.234
1973,8,5480.638
1973,7,5191.492
1973,6,5167.296
1973,5,5411.246
1973,4,5160.812
1973,3,5419.556
1973,2,5155.115
1973,1,5404.715
2022,12,1796.742
2022,11,1762.663
2022,10,1768.385
2022,9,1702.809
2022,8,1822.905
2022,7,1908.771
2022,6,1802.648
2022,5,1792.901
2022,4,1745.586
2022,3,1849.288
2022,2,1685.049
2022,1,1836.86
2021,12,1859.1
2021,11,1774.257
2021,10,1751.844
2021,9,1829.001
2021,8,1845.777
2021,7,1877.723
2021,6,1890.417
2021,5,1799.127
2021,4,1702.768
2021,3,1788.106
2021,2,1565.742
2021,1,1771.525
2020,12,1719.896
2020,11,1596.209
2020,10,1578.486
2020,9,1544.957
2020,8,1612.727
2020,7,1691.69
2020,6,1704.521
2020,5,1651.252
2020,4,1507.487
2020,3,1782.154
2020,2,1727.19
2020,1,1871.493
2019,12,1968.761
2019,11,1688.425
2019,10,1816.105
2019,9,1789.243
2019,8,1975.28
2019,7,2020.569
2019,6,1889.378
2019,5,2045.868
2019,4,1924.807
2019,3,1924.651
2019,2,1700.241
2019,1,2121.899
2018,12,1957.559
2018,11,1895.825
2018,10,1981.975
2018,9,1998.803
2018,8,2191.516
2018,7,2161.45
2018,6,2176.34
2018,5,2142.157
2018,4,2125.12
2018,3,2114.327
2018,2,1860.679
2018,1,2227.522
2017,12,2132.348
2017,11,2023.431
2017,10,2064.724
2017,9,1993.26
2017,8,2153.423
2017,7,2129.007
2017,6,2117.259
2017,5,2263.762
2017,4,2111.712
2017,3,2194.988
2017,2,1959.252
2017,1,2314.684
2016,12,2123.956
2016,11,2105.279
2016,10,2058.266
2016,9,2097.864
2016,8,2211.385
2016,7,2253.79
2016,6,2070.735
2016,5,2165.413
2016,4,2026.277
2016,3,2135.119
2016,2,2026.808
2016,1,2103.195
2015,12,2075.998
2015,11,1898.708
2015,10,1901.351
2015,9,1925.426
2015,8,2081.931
2015,7,2031.954
2015,6,1962.594
2015,5,2000.193
2015,4,1921.578
2015,3,2078.916
2015,2,1839.729
2015,1,2075.296
2014,12,2015.545
2014,11,1878.978
2014,10,1899.391
2014,9,1888.962
2014,8,1972.179
2014,7,1995.006
2014,6,1829.108
2014,5,1979.257
2014,4,1949.044
2014,3,1976.814
2014,2,1798.325
2014,1,2058.377
2013,12,2064.516
2013,11,1923.917
2013,10,2016.373
2013,9,2064.74
2013,8,2157.734
2013,7,2168.373
2013,6,2040.001
2013,5,2137.389
2013,4,2055.32
2013,3,2026.198
2013,2,1804.2
2013,1,2163.805
2012,12,2093.128
2012,11,2118.819
2012,10,2175.903
2012,9,2198.315
2012,8,2359.815
2012,7,2352.838
2012,6,2370.455
2012,5,2391.594
2012,4,2210.592
2012,3,2295.457
2012,2,2141.501
2012,1,2359.728
2011,12,2360.429
2011,11,2266.041
2011,10,2345.885
2011,9,2286.937
2011,8,2396.65
2011,7,2495.438
2011,6,2408.985
2011,5,2490.008
2011,4,2403.862
2011,3,2530.831
2011,2,2117.784
2011,1,2645.132
2010,12,2446.525
2010,11,2288.173
2010,10,2389.302
2010,9,2430.501
2010,8,2626.105
2010,7,2704.398
2010,6,2555.147
2010,5,2577.522
2010,4,2578.934
2010,3,2518.272
2010,2,2236.021
2010,1,2514.866
2009,12,2351.669
2009,11,2315.794
2009,10,2325.738
2009,9,2453.528
2009,8,2445.573
2009,7,2550.358
2009,6,2456.688
2009,5,2435.55
2009,4,2485.878
2009,3,2664.286
2009,2,2377.441
2009,1,2827.832
2008,12,2756.459
2008,11,2690.385
2008,10,2826.743
2008,9,2446.439
2008,8,2838.863
2008,7,2816.67
2008,6,2766.681
2008,5,2742.533
2008,4,2775.943
2008,3,2759.004
2008,2,2602.595
2008,1,2948.052
2007,12,2842.446
2007,11,2763.991
2007,10,2806.804
2007,9,2877.046
2007,8,3033.339
2007,7,3029.216
2007,6,2870.868
2007,5,3054.552
2007,4,2912.455
2007,3,3044.348
2007,2,2461.838
2007,1,2981.632
2006,12,2794.248
2006,11,2711.032
2006,10,2861.076
2006,9,2986.634
2006,8,3149.64
2006,7,3015.386
2006,6,2933.685
2006,5,3034.537
2006,4,2784.947
2006,3,2796.824
2006,2,2630.297
2006,1,2950.482
2005,12,2966.014
2005,11,2905.754
2005,10,3005.8
2005,9,2743.65
2005,8,2945.546
2005,7,3008.039
2005,6,2911.081
2005,5,2957.281
2005,4,2777.684
2005,3,2896.878
2005,2,2696.854
2005,1,2844.689
2004,12,2879.319
2004,11,2807.686
2004,10,2868.717
2004,9,2661.257
2004,8,2939.559
2004,7,2935.243
2004,6,2827.37
2004,5,2871.301
2004,4,2685.335
2004,3,2838.301
2004,2,2557.755
2004,1,2620.406
2003,12,2616.765
2003,11,2448.815
2003,10,2659.108
2003,9,2656.169
2003,8,2721.133
2003,7,2741.513
2003,6,2653.11
2003,5,2739.834
2003,4,2605.578
2003,3,2575.172
2003,2,2170.238
2003,1,2419.513
2002,12,2443.411
2002,11,2542.731
2002,10,2559.275
2002,9,2343.444
2002,8,2581.758
2002,7,2521.561
2002,6,2435.687
2002,5,2503.646
2002,4,2427.617
2002,3,2421.077
2002,2,2143.063
2002,1,2407.273
2001,12,2376.635
2001,11,2400.776
2001,10,2453.097
2001,9,2452.07
2001,8,2533.412
2001,7,2580.344
2001,6,2431.719
2001,5,2653.393
2001,4,2596.39
2001,3,2614.857
2001,2,2275.473
2001,1,2684.007
2000,12,2592.629
2000,11,2352.358
2000,10,2425.012
2000,9,2440.13
2000,8,2592.801
2000,7,2481.72
2000,6,2455.863
2000,5,2401.082
2000,4,2364.967
2000,3,2358.662
2000,2,2197.317
2000,1,2202.712
1999,12,2185.265
1999,11,2117.997
1999,10,2261.398
1999,9,2207.964
1999,8,2368.84
1999,7,2444.238
1999,6,2270.249
1999,5,2397.598
1999,4,2344.189
1999,3,2269.658
1999,2,2053.818
1999,1,2230.368
1998,12,2174.578
1998,11,2198.832
1998,10,2273.754
1998,9,2139.946
1998,8,2329.718
1998,7,2425.219
1998,6,2206.581
1998,5,2294.969
1998,4,2239.636
1998,3,2114.947
1998,2,1911.604
1998,1,2162.736
1997,12,2005.764
1997,11,2058.563
1997,10,2248.317
1997,9,2133.596
1997,8,2187.522
1997,7,2096.201
1997,6,2152.504
1997,5,2231.243
1997,4,2043.597
1997,3,2067.558
1997,2,1825.327
1997,1,2069.048
1996,12,2004.101
1996,11,1909.379
1996,10,2063.822
1996,9,1880.212
1996,8,2087.835
1996,7,2059.825
1996,6,2003.971
1996,5,2104.389
1996,4,1915.001
1996,3,1925.054
1996,2,1691.399
1996,1,1988.266
1995,12,1862.149
1995,11,1862.515
1995,10,1838.622
1995,9,1987.278
1995,8,1917.884
1995,7,1868.917
1995,6,1931.513
1995,5,1847.711
1995,4,1760.335
1995,3,1931.916
1995,2,1633.285
1995,1,1737.49
1994,12,1898.721
1994,11,1794.387
1994,10,1862.735
1994,9,1957.682
1994,8,1987.285
1994,7,2041.825
1994,6,1869.233
1994,5,1911.308
1994,4,1818.279
1994,3,1813.833
1994,2,1629.586
1994,1,1721.799
1993,12,1841.424
1993,11,1819.945
1993,10,1913.722
1993,9,1731.56
1993,8,1775.181
1993,7,1904.233
1993,6,1764.122
1993,5,1769.177
1993,4,1757.399
1993,3,1739.272
1993,2,1522.006
1993,1,1680.292
1992,12,1662.053
1992,11,1622.571
1992,10,1755.176
1992,9,1631.103
1992,8,1700.604
1992,7,1740.163
1992,6,1588.682
1992,5,1620.481
1992,4,1621.017
1992,3,1483.558
1992,2,1356.391
1992,1,1590.406
1991,12,1532.556
1991,11,1527.844
1991,10,1533.753
1991,9,1536.5
1991,8,1725.884
1991,7,1570.141
1991,6,1600.869
1991,5,1707.6
1991,4,1464.692
1991,3,1377.14
1991,2,1286.755
1991,1,1471.087
1990,12,1336.487
1990,11,1382.103
1990,10,1380.127
1990,9,1429.787
1990,8,1698.821
1990,7,1780.529
1990,6,1669.248
1990,5,1735.659
1990,4,1512.24
1990,3,1575.624
1990,2,1502.284
1990,1,1814.349
1989,12,1530.92
1989,11,1595.702
1989,10,1637.013
1989,9,1536.456
1989,8,1678.367
1989,7,1643.288
1989,6,1520.105
1989,5,1539.957
1989,4,1543.229
1989,3,1479.82
1989,2,1434.034
1989,1,1627.406
1988,12,1537.717
1988,11,1481.504
1988,10,1540.071
1988,9,1420.76
1988,8,1451.522
1988,7,1442.954
1988,6,1382.768
1988,5,1461.137
1988,4,1381.018
1988,3,1387.994
1988,2,1357.434
1988,1,1451.051
1987,12,1366.267
1987,11,1360.877
1987,10,1386.298
1987,9,1345.792
1987,8,1443.13
1987,7,1455.012
1987,6,1259.103
1987,5,1173.728
1987,4,1122.68
1987,3,1147.062
1987,2,1075.84
1987,1,1262.434
1986,12,1313.714
1986,11,1239.755
1986,10,1243.122
1986,9,1309.332
1986,8,1360.371
1986,7,1314.651
1986,6,1255.401
1986,5,1219.801
1986,4,1007.339
1986,3,918.255
1986,2,850.971
1986,1,1118.689
1985,12,1163.543
1985,11,1145.918
1985,10,1003.525
1985,9,937.626
1985,8,924.128
1985,7,962.098
1985,6,932.317
1985,5,1120.084
1985,4,1009.283
1985,3,938.271
1985,2,738.96
1985,1,904.82
1984,12,990.343
1984,11,1062.052
1984,10,1113.921
1984,9,979.169
1984,8,973.125
1984,7,1039.496
1984,6,1017.653
1984,5,1146.603
1984,4,1013.233
1984,3,1026.372
1984,2,1030.642
1984,1,1078.119
1983,12,1023.809
1983,11,996.576
1983,10,1024.738
1983,9,1146.221
1983,8,1174.792
1983,7,1101.022
1983,6,996.939
1983,5,985.75
1983,4,908.755
1983,3,761.37
1983,2,710.558
1983,1,921.274
1982,12,947.767
1982,11,1100.767
1982,10,1041.527
1982,9,1017.597
1982,8,1016.79
1982,7,1133.264
1982,6,992.314
1982,5,940.268
1982,4,838.66
1982,3,892.758
1982,2,872.937
1982,1,1066.43
1981,12,1153.155
1981,11,1090.669
1981,10,1160.414
1981,9,1183.724
1981,8,1113.573
1981,7,1121.443
1981,6,1022.351
1981,5,1112.558
1981,4,1066.492
1981,3,1173.761
1981,2,1193.052
1981,1,1327.837
1980,12,1347.8
1980,11,1212.647
1980,10,1233.094
1980,9,1154.368
1980,8,1188.35
1980,7,1195.105
1980,6,1273.09
1980,5,1266.758
1980,4,1325.02
1980,3,1461.064
1980,2,1458.972
1980,1,1679.961
1979,12,1681.775
1979,11,1551.628
1979,10,1694.041
1979,9,1522.75
1979,8,1674.783
1979,7,1669.406
1979,6,1581.381
1979,5,1587.866
1979,4,1503.24
1979,3,1708.567
1979,2,1515.101
1979,1,1769.279
1978,12,1804.366
1978,11,1666.014
1978,10,1616.595
1978,9,1682.186
1978,8,1601.528
1978,7,1600.652
1978,6,1512.571
1978,5,1479.371
1978,4,1466.543
1978,3,1646.151
1978,2,1420.92
1978,1,1609.273
1977,12,1652.535
1977,11,1525.978
1977,10,1619.758
1977,9,1593.901
1977,8,1642.039
1977,7,1732.038
1977,6,1653.446
1977,5,1647.862
1977,4,1623.215
1977,3,1809.005
1977,2,1738.127
1977,1,1710.226
1976,12,1628.283
1976,11,1508.602
1976,10,1467.472
1976,9,1476.783
1976,8,1429.463
1976,7,1511.982
1976,6,1399.163
1976,5,1236.985
1976,4,1253.496
1976,3,1305.794
1976,2,1229.336
1976,1,1312.7
1975,12,1262.216
1975,11,1215.872
1975,10,1235.454
1975,9,1275.391
1975,8,1226.702
1975,7,1168.491
1975,6,1033.375
1975,5,1040.395
1975,4,978.05
1975,3,1140.333
1975,2,1108.542
1975,1,1347.568
1974,12,1319.25
1974,11,1305.091
1974,10,1232.624
1974,9,1154.422
1974,8,1260.397
1974,7,1280.33
1974,6,1211.565
1974,5,1280.713
1974,4,1156.477
1974,3,1064.548
1974,2,955.624
1974,1,1083.235
1973,12,1207.179
1973,11,1321.809
1973,10,1315.774
1973,9,1226.145
1973,8,1297.848
1973,7,1216.246
1973,6,1129.614
1973,5,1162.804
1973,4,1085.169
1973,3,1309.473
1973,2,1168.005
1973,1,1173.08
2022,12,1863.061
2022,11,1959.539
2022,10,1963.453
2022,9,1902.074
2022,8,1966.074
2022,7,1969.578
2022,6,1895.366
2022,5,1875.517
2022,4,1882.88
2022,3,1995.149
2022,2,1848.609
2022,1,2061.088
2021,12,2010.912
2021,11,1931.111
2021,10,1948.29
2021,9,1868.884
2021,8,1952.382
2021,7,1902.92
2021,6,1879.563
2021,5,1921.45
2021,4,1889.505
2021,3,1893.811
2021,2,1608.734
2021,1,2021.563
2020,12,2006.327
2020,11,1904.864
2020,10,1886.104
2020,9,1785.222
2020,8,1845.961
2020,7,1800.216
2020,6,1686.459
2020,5,1684.977
2020,4,1616.772
2020,3,1941.479
2020,2,1888.423
2020,1,2013.471
2019,12,1995.548
2019,11,1951.818
2019,10,1957.666
2019,9,1870.567
2019,8,1947.002
2019,7,1908.089
2019,6,1831.904
2019,5,1902.197
2019,4,1842.853
2019,3,1925.716
2019,2,1777.259
2019,1,2058.678
2018,12,1933.85
2018,11,1925.845
2018,10,1982.122
2018,9,1858.313
2018,8,1989.624
2018,7,1910.517
2018,6,1849.47
2018,5,1883.026
2018,4,1813.525
2018,3,1968.497
2018,2,1770.224
2018,1,2000.638
2017,12,1943.649
2017,11,1901.825
2017,10,1847.136
2017,9,1769.918
2017,8,1840.201
2017,7,1848.445
2017,6,1796.768
2017,5,1815.919
2017,4,1769.346
2017,3,1878.166
2017,2,1673.336
2017,1,1888.023
2016,12,1897.868
2016,11,1791.722
2016,10,1814.92
2016,9,1755.482
2016,8,1856.752
2016,7,1766.368
2016,6,1722.091
2016,5,1732.503
2016,4,1711.367
2016,3,1831.988
2016,2,1806.966
2016,1,1880.771
2015,12,1811.415
2015,11,1708.568
2015,10,1744.251
2015,9,1731.991
2015,8,1830.166
2015,7,1845.074
2015,6,1780.541
2015,5,1786.35
2015,4,1740.959
2015,3,1815.232
2015,2,1726.398
2015,1,1907.187
2014,12,1875.125
2014,11,1812.016
2014,10,1847.383
2014,9,1785.985
2014,8,1799.752
2014,7,1792.567
2014,6,1702.594
2014,5,1733.538
2014,4,1747.605
2014,3,1759.326
2014,2,1692.857
2014,1,1914.782
2013,12,1907.511
2013,11,1859.702
2013,10,1851.276
2013,9,1788.268
2013,8,1769.047
2013,7,1790.095
2013,6,1705.618
2013,5,1756.665
2013,4,1686.157
2013,3,1747.832
2013,2,1666.843
2013,1,1854.168
2012,12,1796.561
2012,11,1758.939
2012,10,1792.129
2012,9,1666.493
2012,8,1760.034
2012,7,1707.972
2012,6,1684.745
2012,5,1716.508
2012,4,1647.117
2012,3,1722.417
2012,2,1711.967
2012,1,1818.136
2011,12,1734.987
2011,11,1755.026
2011,10,1736.84
2011,9,1687.542
2011,8,1765.624
2011,7,1669.204
2011,6,1655.798
2011,5,1666.636
2011,4,1640.972
2011,3,1790.261
2011,2,1598.101
2011,1,1806.204
2010,12,1796.81
2010,11,1680.485
2010,10,1676.477
2010,9,1721.179
2010,8,1762.475
2010,7,1675.938
2010,6,1664.697
2010,5,1655.633
2010,4,1651.758
2010,3,1760.352
2010,2,1594.311
2010,1,1688.448
2009,12,1652.07
2009,11,1585.523
2009,10,1602.099
2009,9,1558.98
2009,8,1576.4
2009,7,1527.427
2009,6,1501.432
2009,5,1481.298
2009,4,1466.354
2009,3,1567.425
2009,2,1500.825
2009,1,1649.671
2008,12,1592.955
2008,11,1642.959
2008,10,1771.724
2008,9,1510.443
2008,8,1681.788
2008,7,1715.335
2008,6,1677.259
2008,5,1735.115
2008,4,1708.416
2008,3,1779.426
2008,2,1745.841
2008,1,1892.935
2007,12,1811.854
2007,11,1749.659
2007,10,1787.207
2007,9,1740.552
2007,8,1788.023
2007,7,1747.62
2007,6,1723.817
2007,5,1791.424
2007,4,1743.647
2007,3,1802.231
2007,2,1740.457
2007,1,1857.011
2006,12,1807.799
2006,11,1811.044
2006,10,1852.398
2006,9,1807.224
2006,8,1864.6
2006,7,1751.141
2006,6,1783.729
2006,5,1774.393
2006,4,1695.805
2006,3,1817.88
2006,2,1661.855
2006,1,1826.923
2005,12,1807.009
2005,11,1739.712
2005,10,1701.971
2005,9,1649.269
2005,8,1833.78
2005,7,1759.418
2005,6,1802.767
2005,5,1800.91
2005,4,1736.509
2005,3,1894.264
2005,2,1738.345
2005,1,1878.452
2004,12,1907.998
2004,11,1853.686
2004,10,1893.099
2004,9,1829.416
2004,8,1903.185
2004,7,1874.4
2004,6,1828.363
2004,5,1851.942
2004,4,1827.795
2004,3,1876.705
2004,2,1826.486
2004,1,1866.154
2003,12,1876.136
2003,11,1764.103
2003,10,1832.115
2003,9,1773.996
2003,8,1823.792
2003,7,1823.157
2003,6,1693.372
2003,5,1732.631
2003,4,1757.139
2003,3,1787.964
2003,2,1755.492
2003,1,1848.591
2002,12,1780.412
2002,11,1815.846
2002,10,1831.343
2002,9,1780.67
2002,8,1859.163
2002,7,1869.061
2002,6,1780.44
2002,5,1824.232
2002,4,1795.553
2002,3,1824.034
2002,2,1683.764
2002,1,1882.377
2001,12,1773.065
2001,11,1800.569
2001,10,1907.246
2001,9,1764.813
2001,8,1857.93
2001,7,1789.05
2001,6,1722.903
2001,5,1793.725
2001,4,1811.593
2001,3,1875.23
2001,2,1731.933
2001,1,1897.597
2000,12,1923.962
2000,11,1841.632
2000,10,1937.362
2000,9,1906.964
2000,8,1999.086
2000,7,1876.96
2000,6,1888.669
2000,5,1933.022
2000,4,1793.915
2000,3,1903.487
2000,2,1858.435
2000,1,1885.429
1999,12,1994.988
1999,11,1915.417
1999,10,1983.787
1999,9,1986.129
1999,8,2003.693
1999,7,1894.558
1999,6,1853.539
1999,5,1829.814
1999,4,1844.734
1999,3,1880.381
1999,2,1749.238
1999,1,1942.506
1998,12,2021.286
1998,11,1885.006
1998,10,1997.596
1998,9,1911.196
1998,8,1991.591
1998,7,1954.758
1998,6,1823.27
1998,5,1877.458
1998,4,1887.578
1998,3,1940.609
1998,2,1808.332
1998,1,2015.142
1997,12,2046.212
1997,11,1950.835
1997,10,2074.753
1997,9,1928.831
1997,8,1980.192
1997,7,1971.965
1997,6,1893.651
1997,5,1945.439
1997,4,1955.321
1997,3,1962.835
1997,2,1849.609
1997,1,2061.398
1996,12,1982.486
1996,11,1979.161
1996,10,2103.686
1996,9,1885.459
1996,8,1985.688
1996,7,1919.357
1996,6,1907.302
1996,5,1881.716
1996,4,1848.399
1996,3,1989.79
1996,2,1854.931
1996,1,2005.168
1995,12,1964.62
1995,11,1906.54
1995,10,1942.992
1995,9,1912.497
1995,8,1945.222
1995,7,1882.118
1995,6,1830.369
1995,5,1853.301
1995,4,1838.316
1995,3,1878.412
1995,2,1799.349
1995,1,1904.337
1994,12,1939.395
1994,11,1847.624
1994,10,1934.645
1994,9,1857.274
1994,8,1872.662
1994,7,1831.689
1994,6,1782.703
1994,5,1756.214
1994,4,1797.151
1994,3,1866.332
1994,2,1842.848
1994,1,2005.811
1993,12,1893.324
1993,11,1895.002
1993,10,1937.204
1993,9,1819.193
1993,8,1808.924
1993,7,1766.858
1993,6,1712.025
1993,5,1666.893
1993,4,1733.709
1993,3,1895.672
1993,2,1744.934
1993,1,1810.704
1992,12,1891.602
1992,11,1842.776
1992,10,1883.492
1992,9,1771.29
1992,8,1822.01
1992,7,1817.65
1992,6,1759.536
1992,5,1740.992
1992,4,1741.703
1992,3,1813.59
1992,2,1721.537
1992,1,1892.96
1991,12,1831.699
1991,11,1783.044
1991,10,1860.35
1991,9,1813.477
1991,8,1773.88
1991,7,1720.776
1991,6,1634.462
1991,5,1628.132
1991,4,1615.469
1991,3,1661.798
1991,2,1577.644
1991,1,1866.522
1990,12,1762.005
1990,11,1730.21
1990,10,1830.2
1990,9,1754.287
1990,8,1844.52
1990,7,1747.049
1990,6,1683.102
1990,5,1752.465
1990,4,1760.483
1990,3,1785.959
1990,2,1643.056
1990,1,1826.556
1989,12,1815.412
1989,11,1756.258
1989,10,1800.145
1989,9,1695.855
1989,8,1758.091
1989,7,1680.96
1989,6,1698.653
1989,5,1690.456
1989,4,1683.237
1989,3,1815.395
1989,2,1664.865
1989,1,1776.531
1988,12,1820.932
1988,11,1740.549
1988,10,1800.359
1988,9,1703.077
1988,8,1770.992
1988,7,1666.999
1988,6,1663.817
1988,5,1684.525
1988,4,1627.252
1988,3,1841.649
1988,2,1731.537
1988,1,1759.979
1987,12,1776.356
1987,11,1614.928
1987,10,1687.405
1987,9,1615.314
1987,8,1626.652
1987,7,1654.975
1987,6,1606.032
1987,5,1587.153
1987,4,1628.227
1987,3,1619.769
1987,2,1645.225
1987,1,1844.596
1986,12,1618.274
1986,11,1489.316
1986,10,1541.605
1986,9,1479.292
1986,8,1529.352
1986,7,1492.621
1986,6,1531.846
1986,5,1613.26
1986,4,1591.414
1986,3,1717.055
1986,2,1628.191
1986,1,1797.331
1985,12,1717.45
1985,11,1550.619
